county,week,week number,Face Shields (Disposable),Surgical Masks,Cloth Masks,Surgical or Examination Gowns,Examination Gloves,N-95 Respirators,Hand Sanitizers,Wipes,Other / None of the above,Cleaning Supplies,Swabs,Viral Testing Media,Pharmaceuticals,Shoe Covers,Test Kits,KN95 Respirators,Coveralls (Hospitals or EMS),Medical Equipment,Goggles,Lab Supplies,Beds/Cots,Body Bags,Lab Kit,Ventilators,Personnel,Sample Collecting Kits,Lab Platform,Bedding Accessories,Fit Testing Supplies
['Merced'],2020-07-29 to 2020-08-04,8,[783580.0],[7815200.0],[273560.0],[1012550.0],[5466000.0],[1693520.0],[55150.0],[0.0],[101052.0],[0.0],[467700.0],[263568.0],[1344.0],[21000.0],[5000.0],[35280.0],[0.0],[2610.0],[67000.0],[0.0],[0.0],[3040.0],[0.0],[0.0],[0.0],[17500.0],[0.0],[0.0],[0.0]
['Mono'],2020-07-29 to 2020-08-04,8,[23940.0],[693000.0],[31500.0],[65058.0],[1242500.0],[315140.0],[70070.0],[7000.0],[70350.0],[84.0],[133007.0],[31850.0],[0.0],[33250.0],[30800.0],[35280.0],[378.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Napa'],2020-07-29 to 2020-08-04,8,[171444.0],[3528000.0],[740580.0],[645680.0],[16948000.0],[998228.0],[1239840.0],[14000.0],[153363.0],[0.0],[126000.0],[81592.0],[378.0],[0.0],[0.0],[102060.0],[0.0],[0.0],[23800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[44800.0],[0.0],[0.0],[0.0]
['Santa Barbara'],2020-07-29 to 2020-08-04,8,[213500.0],[13762400.0],[1175060.0],[948892.0],[7595120.0],[10199560.0],[781972.0],[7696.0],[7035.0],[0.0],[707000.0],[441616.0],[5089.0],[0.0],[28000.0],[306460.0],[14294.0],[350.0],[95200.0],[0.0],[168.0],[0.0],[0.0],[0.0],[18.0],[56000.0],[0.0],[0.0],[0.0]
['Sutter'],2020-07-29 to 2020-08-04,8,[36800.0],[693000.0],[3500.0],[55140.0],[123000.0],[488440.0],[10969.0],[0.0],[68264.0],[0.0],[51600.0],[33232.0],[0.0],[0.0],[6800.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Modoc'],2020-07-29 to 2020-08-04,8,[17200.0],[1233000.0],[43120.0],[89600.0],[234000.0],[90520.0],[19156.0],[0.0],[143052.0],[0.0],[57400.0],[35350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Del Norte'],2020-07-29 to 2020-08-04,8,[44500.0],[2684000.0],[179620.0],[250152.0],[2752400.0],[1123570.0],[47268.0],[28672.0],[211204.0],[0.0],[78400.0],[18144.0],[0.0],[28000.0],[0.0],[0.0],[10500.0],[0.0],[6300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[350.0],[0.0],[0.0],[0.0]
['Placer'],2020-07-29 to 2020-08-04,8,[466900.0],[21052000.0],[780500.0],[2027890.0],[6323000.0],[2819824.0],[580576.0],[0.0],[11368.0],[0.0],[651000.0],[447888.0],[101983.0],[350000.0],[0.0],[1383060.0],[15260.0],[0.0],[3585400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[28000.0],[0.0],[0.0],[0.0]
['Trinity'],2020-07-29 to 2020-08-04,8,[27860.0],[430360.0],[38500.0],[42098.0],[245000.0],[199724.0],[2492.0],[25200.0],[18200.0],[0.0],[28707.0],[20650.0],[0.0],[0.0],[0.0],[8820.0],[126.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0]
['Sacramento'],2020-07-29 to 2020-08-04,8,[4651428.0],[65950600.0],[4335000.0],[6199850.0],[72525200.0],[24431465.0],[2986113.0],[175840.0],[881900.0],[2814.0],[898000.0],[1006074.0],[13937.0],[492100.0],[1176400.0],[1118740.0],[38500.0],[27636.0],[1203300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[84.0],[255500.0],[0.0],[0.0],[0.0]
['San Benito'],2020-07-29 to 2020-08-04,8,[12600.0],[1883000.0],[31500.0],[110670.0],[420000.0],[1292830.0],[5948.0],[12600.0],[3822.0],[0.0],[186000.0],[47600.0],[56.0],[0.0],[5600.0],[56280.0],[875.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Yuba'],2020-07-29 to 2020-08-04,8,[8680.0],[4676000.0],[17500.0],[430206.0],[7686000.0],[241640.0],[120330.0],[0.0],[144844.0],[0.0],[193014.0],[59580.0],[602.0],[0.0],[9600.0],[0.0],[476.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0]
['Ventura'],2020-07-29 to 2020-08-04,8,[2210244.0],[57261000.0],[711020.0],[2784390.0],[9336000.0],[12130860.0],[319880.0],[8400.0],[23842.0],[0.0],[912000.0],[538936.0],[5635.0],[0.0],[0.0],[267820.0],[0.0],[1750.0],[46900.0],[0.0],[336.0],[0.0],[0.0],[0.0],[0.0],[220050.0],[0.0],[0.0],[0.0]
['Sonoma'],2020-07-29 to 2020-08-04,8,[559088.0],[12149000.0],[1526540.0],[731920.0],[2029600.0],[4804660.0],[237682.0],[12656.0],[1148056.0],[0.0],[539000.0],[299159.0],[945.0],[0.0],[33600.0],[211680.0],[106330.0],[0.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[161.0],[42000.0],[0.0],[0.0],[0.0]
['San Joaquin'],2020-07-29 to 2020-08-04,8,[1362260.0],[11565090.0],[431500.0],[1383434.0],[9699760.0],[4986878.0],[445718.0],[112680.0],[792195.0],[0.0],[526435.0],[413700.0],[6930.0],[576100.0],[228900.0],[176120.0],[310975.0],[1400.0],[16900.0],[0.0],[0.0],[0.0],[0.0],[0.0],[100.0],[148400.0],[0.0],[0.0],[0.0]
['Alameda'],2020-07-29 to 2020-08-04,8,[1039724.0],[81992600.0],[2237100.0],[773068.0],[20696200.0],[10370880.0],[1885526.0],[105000.0],[1256241.0],[0.0],[2098600.0],[1238867.0],[13244.0],[0.0],[175000.0],[246680.0],[46774.0],[1890.0],[91800.0],[305200.0],[0.0],[0.0],[0.0],[70.0],[0.0],[84000.0],[0.0],[0.0],[0.0]
['Monterey'],2020-07-29 to 2020-08-04,8,[484680.0],[18933536.0],[305500.0],[1137270.0],[9494600.0],[4546580.0],[372648.0],[14900.0],[182434.0],[0.0],[706000.0],[365410.0],[2345.0],[102200.0],[35000.0],[492100.0],[58513.0],[350.0],[60500.0],[0.0],[0.0],[700.0],[0.0],[0.0],[4.0],[48000.0],[0.0],[0.0],[0.0]
['Solano'],2020-07-29 to 2020-08-04,8,[312830.0],[7386000.0],[33120.0],[558096.0],[8266520.0],[2292220.0],[162934.0],[0.0],[82306.0],[0.0],[553700.0],[163842.0],[3052.0],[5250.0],[0.0],[0.0],[33250.0],[7350.0],[35000.0],[93800.0],[0.0],[0.0],[45500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Francisco'],2020-07-29 to 2020-08-04,8,[1859820.0],[37599000.0],[699080.0],[398202.0],[29289120.0],[14051380.0],[422296.0],[0.0],[78848.0],[6720.0],[740935.0],[502176.0],[6167.0],[0.0],[0.0],[735280.0],[18060.0],[1484.0],[85820.0],[317800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[72450.0],[0.0],[0.0],[0.0]
['Stanislaus'],2020-07-29 to 2020-08-04,8,[337652.0],[10214000.0],[26580.0],[5057850.0],[19285000.0],[8346548.0],[731089.0],[7056.0],[12460.0],[84.0],[615300.0],[495600.0],[107450.0],[112000.0],[75600.0],[175840.0],[158228.0],[1470.0],[95200.0],[81200.0],[0.0],[700.0],[0.0],[0.0],[140.0],[39200.0],[0.0],[0.0],[0.0]
['Orange'],2020-07-29 to 2020-08-04,8,[5036996.0],[88844720.0],[2793000.0],[8357888.0],[17843880.0],[30020498.0],[2615187.0],[42000.0],[2167294.0],[7056.0],[2072000.0],[1618428.0],[49336.0],[282100.0],[77350.0],[980420.0],[11550.0],[18352.0],[1782340.0],[0.0],[16100.0],[14000.0],[0.0],[0.0],[56.0],[1400.0],[0.0],[0.0],[0.0]
['Nevada'],2020-07-29 to 2020-08-04,8,[15400.0],[483000.0],[35000.0],[98784.0],[747600.0],[739760.0],[23870.0],[0.0],[21980.0],[0.0],[120400.0],[54915.0],[301.0],[0.0],[8400.0],[95200.0],[2800.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[4550.0],[0.0],[0.0],[0.0]
['San Luis Obispo'],2020-07-29 to 2020-08-04,8,[225960.0],[8813000.0],[631120.0],[113120.0],[2919400.0],[2476740.0],[248280.0],[0.0],[11669.0],[0.0],[56021.0],[7000.0],[574.0],[182000.0],[0.0],[129780.0],[700.0],[1400.0],[39200.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0]
['Lassen'],2020-07-29 to 2020-08-04,8,[16184.0],[3073000.0],[9000.0],[23870.0],[21000.0],[2101680.0],[49140.0],[0.0],[0.0],[0.0],[35035.0],[35280.0],[100800.0],[0.0],[0.0],[88200.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0]
['Imperial'],2020-07-29 to 2020-08-04,8,[595960.0],[19898500.0],[566040.0],[1328082.0],[4297580.0],[6681220.0],[292208.0],[0.0],[413042.0],[0.0],[326000.0],[188956.0],[112126.0],[0.0],[15200.0],[1006680.0],[476567.0],[2065.0],[42000.0],[0.0],[0.0],[3500.0],[0.0],[56.0],[931.0],[0.0],[0.0],[0.0],[0.0]
['San Bernardino'],2020-07-29 to 2020-08-04,8,[534268.0],[29266000.0],[3282820.0],[1222844.0],[4179000.0],[6290578.0],[549268.0],[0.0],[31899.0],[0.0],[511000.0],[319130.0],[31206.0],[5250.0],[203700.0],[188860.0],[49875.0],[17850.0],[33040.0],[0.0],[0.0],[0.0],[0.0],[0.0],[61.0],[140000.0],[0.0],[0.0],[0.0]
['Santa Clara'],2020-07-29 to 2020-08-04,8,[12580412.0],[47629250.0],[427040.0],[3636780.0],[34526200.0],[49137480.0],[1178611.0],[0.0],[2338208.0],[168000.0],[2260200.0],[1792806.0],[93219.0],[1757000.0],[0.0],[70560.0],[446264.0],[4620.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[350.0],[450000.0],[0.0],[0.0],[0.0]
['San Diego'],2020-07-29 to 2020-08-04,8,[3684912.0],[98720000.0],[3074000.0],[26857488.0],[51009736.0],[12819150.0],[2556995.0],[168.0],[1725878.0],[882.0],[1995000.0],[741720.0],[49266.0],[700000.0],[263200.0],[0.0],[77364.0],[4550.0],[817600.0],[71400.0],[0.0],[7000.0],[0.0],[210.0],[256.0],[400400.0],[0.0],[0.0],[0.0]
['Humboldt'],2020-07-29 to 2020-08-04,8,[99000.0],[10768000.0],[163540.0],[222600.0],[5211360.0],[1697920.0],[190128.0],[0.0],[106197.0],[0.0],[234400.0],[120052.0],[0.0],[5250.0],[5600.0],[17640.0],[0.0],[31486.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[23700.0],[0.0],[0.0],[0.0]
['Tulare'],2020-07-29 to 2020-08-04,8,[1356122.0],[14366000.0],[7000.0],[1342694.0],[5366720.0],[3878602.0],[359898.0],[38040.0],[155526.0],[14.0],[622700.0],[288337.0],[7014.0],[99050.0],[0.0],[350000.0],[93975.0],[44808.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[28.0],[399.0],[53600.0],[0.0],[0.0],[0.0]
['Los Angeles'],2020-07-29 to 2020-08-04,8,[9584462.0],[303899300.0],[5306020.0],[46024262.0],[102975200.0],[183690700.0],[8500405.0],[87472.0],[1376004.0],[2800.0],[9097550.0],[6068804.0],[257516.0],[359100.0],[750400.0],[679420.0],[143619.0],[10781.0],[67550.0],[0.0],[0.0],[0.0],[0.0],[140.0],[5970.0],[385000.0],[0.0],[0.0],[0.0]
['Mendocino'],2020-07-29 to 2020-08-04,8,[225500.0],[4057000.0],[393740.0],[437360.0],[2170000.0],[840280.0],[95966.0],[0.0],[700.0],[0.0],[109200.0],[34328.0],[427.0],[0.0],[0.0],[0.0],[0.0],[0.0],[19600.0],[10500.0],[301.0],[0.0],[0.0],[0.0],[45.0],[28152.0],[0.0],[0.0],[0.0]
['Kings'],2020-07-29 to 2020-08-04,8,[93492.0],[3505000.0],[14000.0],[695674.0],[1714720.0],[3686200.0],[455854.0],[0.0],[329910.0],[0.0],[176421.0],[144256.0],[5012.0],[7000.0],[46900.0],[78820.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[148400.0],[0.0],[0.0],[0.0]
['Madera'],2020-07-29 to 2020-08-04,8,[532336.0],[2940000.0],[3500.0],[427000.0],[420000.0],[2456160.0],[754936.0],[0.0],[451500.0],[0.0],[275000.0],[113212.0],[581.0],[140000.0],[9600.0],[17640.0],[0.0],[7070.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21.0],[0.0],[0.0],[0.0],[0.0]
['Contra Costa'],2020-07-29 to 2020-08-04,8,[459876.0],[14056800.0],[550000.0],[3135622.0],[5646300.0],[10838830.0],[1377014.0],[56680.0],[65760.0],[3570.0],[1894100.0],[1127684.0],[3248.0],[14000.0],[62450.0],[1289820.0],[25200.0],[0.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[53.0],[28700.0],[0.0],[0.0],[0.0]
['Siskiyou'],2020-07-29 to 2020-08-04,8,[2200.0],[3221000.0],[113000.0],[53004.0],[770000.0],[149520.0],[25652.0],[7000.0],[0.0],[0.0],[183407.0],[27342.0],[140.0],[0.0],[119000.0],[60480.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[56000.0],[0.0],[0.0],[0.0]
['Inyo'],2020-07-29 to 2020-08-04,8,[138696.0],[2070000.0],[791540.0],[35924.0],[1398960.0],[468520.0],[75944.0],[0.0],[5250.0],[756.0],[116200.0],[17150.0],[100800.0],[14000.0],[0.0],[54180.0],[8687.0],[11508.0],[2100.0],[35000.0],[364.0],[700.0],[0.0],[70.0],[0.0],[5950.0],[0.0],[0.0],[0.0]
['San Mateo'],2020-07-29 to 2020-08-04,8,[667480.0],[17944000.0],[134280.0],[632240.0],[6190800.0],[1775880.0],[340276.0],[0.0],[460754.0],[7056.0],[1066350.0],[624453.0],[5327.0],[112000.0],[132300.0],[2158730.0],[0.0],[106470.0],[66500.0],[211400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[93000.0],[0.0],[0.0],[0.0]
['Calaveras'],2020-07-29 to 2020-08-04,8,[23310.0],[14000.0],[105000.0],[49700.0],[312200.0],[171304.0],[34580.0],[71400.0],[106400.0],[0.0],[77007.0],[56000.0],[70.0],[0.0],[0.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0]
['Santa Cruz'],2020-07-29 to 2020-08-04,8,[552920.0],[11805000.0],[435340.0],[2464000.0],[7409080.0],[3618785.0],[713612.0],[0.0],[15290.0],[0.0],[391400.0],[220662.0],[497.0],[462000.0],[0.0],[78820.0],[2800.0],[700.0],[27720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[28.0],[22500.0],[0.0],[0.0],[0.0]
['Yolo'],2020-07-29 to 2020-08-04,8,[184660.0],[3956000.0],[2165240.0],[437346.0],[5134160.0],[1381800.0],[221927.0],[29400.0],[15652.0],[0.0],[56000.0],[18200.0],[259.0],[42000.0],[0.0],[334040.0],[28063.0],[0.0],[10500.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Marin'],2020-07-29 to 2020-08-04,8,[1067416.0],[4102000.0],[118620.0],[919940.0],[4466000.0],[3608500.0],[126938.0],[14000.0],[494186.0],[0.0],[166000.0],[38624.0],[1064.0],[140000.0],[0.0],[17640.0],[10976.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[125050.0],[0.0],[0.0],[0.0]
['Riverside'],2020-07-29 to 2020-08-04,8,[340892.0],[79061000.0],[1371520.0],[1253000.0],[23575180.0],[19255320.0],[1087449.0],[25200.0],[272790.0],[1680.0],[91000.0],[347698.0],[38122.0],[10500.0],[3500.0],[948360.0],[56350.0],[19040.0],[182000.0],[2443000.0],[0.0],[3500.0],[0.0],[0.0],[175.0],[70000.0],[0.0],[0.0],[0.0]
['Colusa'],2020-07-29 to 2020-08-04,8,[83048.0],[8890000.0],[255500.0],[9142.0],[9339000.0],[78500.0],[98203.0],[0.0],[70007.0],[0.0],[35000.0],[33600.0],[0.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[350.0],[0.0],[0.0],[0.0]
['Shasta'],2020-07-29 to 2020-08-04,8,[35420.0],[3773700.0],[65660.0],[61714.0],[518000.0],[252644.0],[110376.0],[0.0],[35546.0],[0.0],[161100.0],[71856.0],[231.0],[0.0],[9600.0],[0.0],[0.0],[392.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Alpine'],2020-07-29 to 2020-08-04,8,[2100.0],[28000.0],[0.0],[350.0],[34160.0],[1400.0],[4494.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[7000.0],[8820.0],[650.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0]
['Lake'],2020-07-29 to 2020-08-04,8,[95300.0],[4267000.0],[89040.0],[39102.0],[3387720.0],[417900.0],[27170.0],[51800.0],[350.0],[0.0],[84700.0],[45500.0],[91.0],[2800.0],[4200.0],[55440.0],[0.0],[350.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Fresno'],2020-07-29 to 2020-08-04,8,[1339212.0],[42830000.0],[716600.0],[1115660.0],[25109040.0],[5942720.0],[1113135.0],[67200.0],[455070.0],[0.0],[1052800.0],[801500.0],[11543.0],[241150.0],[73500.0],[820260.0],[8960.0],[980.0],[61600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[392.0],[10500.0],[0.0],[0.0],[0.0]
['Amador'],2020-07-29 to 2020-08-04,8,[103376.0],[924000.0],[119000.0],[164250.0],[798000.0],[1345320.0],[44016.0],[0.0],[10332.0],[210.0],[98007.0],[33712.0],[0.0],[0.0],[14000.0],[44100.0],[7000.0],[0.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0]
['Tuolumne'],2020-07-29 to 2020-08-04,8,[141848.0],[13107500.0],[24040.0],[171010.0],[2696000.0],[1292104.0],[57449.0],[0.0],[0.0],[0.0],[154000.0],[42000.0],[2212.0],[0.0],[38150.0],[97020.0],[350.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['El Dorado'],2020-07-29 to 2020-08-04,8,[12572.0],[2081000.0],[177840.0],[99120.0],[7557000.0],[188580.0],[40808.0],[0.0],[126700.0],[0.0],[28000.0],[26600.0],[0.0],[14000.0],[0.0],[70560.0],[1750.0],[0.0],[20300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[4800.0],[0.0],[0.0],[0.0]
['Glenn'],2020-07-29 to 2020-08-04,8,[3500.0],[870800.0],[17500.0],[19950.0],[294000.0],[452760.0],[3612.0],[0.0],[0.0],[0.0],[84000.0],[16800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1750.0],[0.0],[0.0],[0.0]
['Tehama'],2020-07-29 to 2020-08-04,8,[23800.0],[1372000.0],[28000.0],[26250.0],[24360.0],[102480.0],[14952.0],[14000.0],[54824.0],[0.0],[3500.0],[700.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Butte'],2020-07-29 to 2020-08-04,8,[69360.0],[4797000.0],[344000.0],[281064.0],[944720.0],[745724.0],[94949.0],[0.0],[101619.0],[0.0],[74214.0],[67200.0],[742.0],[0.0],[18550.0],[176400.0],[0.0],[700.0],[22876.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[119.0],[0.0],[0.0],[0.0],[0.0]
['Plumas'],2020-07-29 to 2020-08-04,8,[12600.0],[501000.0],[69000.0],[18200.0],[245000.0],[55440.0],[14776.0],[1400.0],[938.0],[0.0],[70000.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[2814.0],[0.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sierra'],2020-07-29 to 2020-08-04,8,[700.0],[21700.0],[3500.0],[12040.0],[18060.0],[5040.0],[1134.0],[0.0],[0.0],[0.0],[3500.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[0.0]
['Kern'],2020-08-05 to 2020-08-14,9,[3065244.0],[26355200.0],[5400500.0],[4450040.0],[3587000.0],[9946118.0],[6777863.0],[0.0],[137186.0],[0.0],[607050.0],[560692.0],[10997.0],[0.0],[417200.0],[100340.0],[0.0],[1050.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[971.0],[0.0],[0.0],[0.0],[0.0]
['Mariposa'],2020-08-05 to 2020-08-14,9,[20140.0],[854400.0],[28500.0],[11592.0],[978000.0],[80640.0],[77252.0],[29400.0],[14700.0],[0.0],[49000.0],[19712.0],[100800.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Merced'],2020-08-05 to 2020-08-14,9,[808980.0],[9828400.0],[284060.0],[1172550.0],[6352000.0],[1946000.0],[59014.0],[0.0],[101052.0],[0.0],[517700.0],[313664.0],[1344.0],[21000.0],[35000.0],[35280.0],[0.0],[2660.0],[77000.0],[0.0],[0.0],[3280.0],[0.0],[0.0],[0.0],[37500.0],[0.0],[0.0],[0.0]
['Mono'],2020-08-05 to 2020-08-14,9,[24740.0],[701000.0],[31500.0],[65058.0],[1254500.0],[315140.0],[70070.0],[7000.0],[70350.0],[84.0],[133007.0],[31850.0],[0.0],[33250.0],[30800.0],[35280.0],[378.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Napa'],2020-08-05 to 2020-08-14,9,[172244.0],[3552000.0],[839580.0],[645680.0],[22449000.0],[998228.0],[1239840.0],[14000.0],[153363.0],[0.0],[126000.0],[81592.0],[378.0],[0.0],[0.0],[102060.0],[0.0],[0.0],[23800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[44800.0],[0.0],[0.0],[0.0]
['Santa Barbara'],2020-08-05 to 2020-08-14,9,[221200.0],[13911600.0],[1631560.0],[948892.0],[7756120.0],[10199560.0],[933956.0],[8176.0],[19635.0],[0.0],[797000.0],[532915.0],[5089.0],[0.0],[98000.0],[310240.0],[14294.0],[350.0],[95200.0],[0.0],[168.0],[0.0],[0.0],[0.0],[28.0],[76000.0],[0.0],[0.0],[0.0]
['Sutter'],2020-08-05 to 2020-08-14,9,[38500.0],[743800.0],[3500.0],[60340.0],[234000.0],[515320.0],[10969.0],[0.0],[68264.0],[0.0],[68600.0],[47824.0],[0.0],[0.0],[19600.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[2400.0],[0.0],[0.0],[0.0]
['Modoc'],2020-08-05 to 2020-08-14,9,[18800.0],[1282600.0],[43120.0],[91700.0],[254000.0],[94360.0],[20024.0],[0.0],[143052.0],[0.0],[57400.0],[35350.0],[0.0],[0.0],[0.0],[2520.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Del Norte'],2020-08-05 to 2020-08-14,9,[61500.0],[3802000.0],[191620.0],[250152.0],[3799400.0],[1137970.0],[51896.0],[28672.0],[211204.0],[0.0],[100400.0],[43044.0],[0.0],[28000.0],[0.0],[2520.0],[10500.0],[0.0],[6300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[23950.0],[0.0],[0.0],[0.0]
['Placer'],2020-08-05 to 2020-08-14,9,[470100.0],[22278000.0],[1144500.0],[2089990.0],[7570000.0],[2940784.0],[582648.0],[0.0],[11368.0],[0.0],[761000.0],[560720.0],[101983.0],[350000.0],[0.0],[1386840.0],[15260.0],[0.0],[3585400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[138000.0],[0.0],[0.0],[0.0]
['Trinity'],2020-08-05 to 2020-08-14,9,[28260.0],[459160.0],[38500.0],[43858.0],[350000.0],[199724.0],[2492.0],[25200.0],[18200.0],[0.0],[28707.0],[20650.0],[0.0],[0.0],[0.0],[8820.0],[126.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0]
['Sacramento'],2020-08-05 to 2020-08-14,9,[4961228.0],[71911800.0],[4352500.0],[6590650.0],[112173200.0],[29156265.0],[3452445.0],[175840.0],[882550.0],[2814.0],[973000.0],[1082074.0],[13937.0],[492100.0],[1226400.0],[1174720.0],[44980.0],[28836.0],[1203300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[84.0],[515500.0],[0.0],[0.0],[0.0]
['San Benito'],2020-08-05 to 2020-08-14,9,[14200.0],[1923000.0],[31500.0],[110970.0],[468000.0],[1292830.0],[6020.0],[12600.0],[3822.0],[0.0],[204000.0],[55600.0],[56.0],[0.0],[5600.0],[56280.0],[875.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[8000.0],[0.0],[0.0],[0.0]
['Yuba'],2020-08-05 to 2020-08-14,9,[9680.0],[4694000.0],[234500.0],[434406.0],[7761000.0],[249320.0],[147630.0],[0.0],[144844.0],[0.0],[210014.0],[74172.0],[602.0],[0.0],[22400.0],[0.0],[476.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[3800.0],[0.0],[0.0],[0.0]
['Ventura'],2020-08-05 to 2020-08-14,9,[2236344.0],[58152200.0],[1684020.0],[2784390.0],[10686000.0],[12134700.0],[361952.0],[8400.0],[23942.0],[0.0],[1097000.0],[674936.0],[5635.0],[0.0],[0.0],[302060.0],[0.0],[1750.0],[46900.0],[0.0],[336.0],[0.0],[0.0],[0.0],[0.0],[355050.0],[0.0],[0.0],[0.0]
['Sonoma'],2020-08-05 to 2020-08-14,9,[562288.0],[12451800.0],[2042540.0],[731920.0],[2184600.0],[4823860.0],[246606.0],[12656.0],[1148056.0],[0.0],[579000.0],[339191.0],[945.0],[0.0],[33600.0],[211680.0],[106330.0],[0.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[161.0],[82000.0],[0.0],[0.0],[0.0]
